8
180
59
2
256
-1.864854 -1.252088 -0.447634 +0.151864 +0.578243 +1.165419 +2.335634 +4.324704 +6.771927 +8.752459 +9.494596 +8.920648 +7.492573 +5.757255 +4.092722 +2.810178 +2.263543 +2.665958 +3.908553 +5.502329 +6.606938 +6.501900 +5.182612 +3.347082 +1.949891 +1.773903 +3.064735 +5.307574 +7.455640 +8.561326 +8.275280 +6.915244 +5.184763 +3.685254 +2.488766 +1.194648 -0.589617 -2.915576 -5.428818 -7.411153 -8.058645 -6.896075 -4.051269 -0.354321 +2.931456 +4.781866 +4.866120 +3.524319 +1.674537 +0.611032 +1.404088 +4.304718 +8.722011 +13.596011 +17.783376 +20.433670 +21.279758 +20.753470 +19.840425 +19.559850 +20.417778 +22.263896 +24.447432 +26.091668 +26.482662 +25.388679 +23.157175 +20.562780 +18.364563 +16.882885 +15.981555 +15.371729 +14.887997 +14.482967 +14.143565 +14.012827 +14.400746 +15.477867 +17.100440 +18.980421 +20.851964 +22.479348 +23.693294 +24.439734 +24.669046 +24.234463 +23.074303 +21.395492 +19.519766 +17.780755 +16.661198 +16.636226 +17.742640 +19.531396 +21.457169 +23.203018 +24.720359 +26.133417 +27.605305 +29.198311 +30.844478 +32.381475 +33.626741 +34.569584 +35.422401 +36.410403 +37.565961 +38.651940 +39.270534 +39.076697 +37.892084 +35.757771 +32.980415 +30.105578 +27.704054 +25.990541 +24.719841 +23.536483 +22.262163 +20.912645 +19.674969 +18.784019 +18.286769 +17.939390 +17.300443 +15.952305 +13.715083 +10.681322 +7.117368 +3.457714 +0.351619 -1.586128 -2.201018 -1.826669 -0.960320 -0.133731 +0.127105 -0.358453 -1.186794 -1.683324 -1.408724 -0.416217 +0.812212 +1.750812 +2.228472 +2.374647 +2.354453 +2.386020 +2.756652 +3.444868 +3.912144 +3.684206 +2.993970 +2.602860 +3.165305 +4.739937 +6.714877 +8.197338 +8.554473 +7.770335 +6.386455 +5.066775 +4.142456 +3.457784 +2.661299 +1.652848 +0.724947 +0.246110 +0.170151 -0.019494 -0.807544 -2.159658 -3.496161 -4.047079 -3.334238 -1.529690 +0.633716 +2.309845 +2.887595 +2.159361  
-4.750700 -2.957036 -0.794086 +0.970449 +1.831518 +1.873863 +1.802330 +2.447732 +3.978159 +5.665744 +6.515851 +6.052755 +4.524566 +2.479744 +0.385247 -1.325911 -2.228970 -2.111217 -1.056338 +0.578032 +2.189186 +3.201470 +3.378633 +2.862506 +2.068477 +1.483693 +1.405462 +1.824431 +2.499634 +3.096383 +3.396479 +3.458431 +3.404324 +3.051542 +1.888419 -0.508728 -4.003738 -7.860930 -11.048741 -12.593548 -12.015555 -9.644575 -6.454446 -3.599502 -1.993430 -1.982503 -3.283650 -5.218555 -6.858073 -7.128827 -5.277931 -1.377418 +3.725016 +8.842891 +12.881436 +15.189244 +15.710074 +14.926818 +13.628571 +12.495019 +11.814761 +11.481846 +11.084149 +10.108374 +8.268187 +5.704048 +2.937745 +0.612795 -0.876141 -1.572277 -1.817721 -1.919122 -1.880959 -1.480666 -0.526579 +1.035708 +3.107105 +5.460813 +7.875845 +10.232757 +12.494927 +14.676172 +16.764117 +18.617893 +19.983609 +20.580595 +20.241835 +19.046547 +17.255135 +15.260889 +13.670489 +13.119770 +13.848668 +15.524504 +17.443382 +18.915680 +19.661966 +19.949412 +20.282673 +20.995373 +22.141958 +23.501944 +24.661484 +25.382119 +25.808962 +26.272960 +27.047299 +28.140050 +29.240012 +29.961402 +30.084733 +29.543581 +28.388415 +26.906017 +25.539502 +24.512625 +23.754943 +23.220032 +22.889329 +22.486391 +21.641437 +20.283581 +18.599378 +16.696524 +14.420471 +11.545846 +8.119295 +4.437106 +0.720944 -2.820784 -5.698766 -7.448094 -8.131397 -8.172885 -7.870752 -7.328984 -6.728244 -6.300337 -5.973596 -5.375298 -4.283133 -2.880941 -1.604596 -0.787719 -0.358943 +0.054408 +0.716976 +1.596428 +2.479543 +3.050990 +2.968208 +2.197820 +1.186407 +0.537211 +0.646568 +1.472146 +2.538847 +3.321334 +3.576092 +3.366468 +2.918616 +2.482158 +2.141206 +1.606333 +0.493525 -1.123344 -2.719314 -3.868162 -4.661160 -5.552578 -6.841979 -8.381300 -9.720608 -10.372222 -10.025362 -8.822084 -7.454907 -6.755569 -7.169611 -8.725301  
-7.310223 -5.315483 -3.398723 -2.372313 -2.857675 -4.760014 -7.008266 -8.105780 -7.256823 -4.937524 -2.338337 -0.465900 +0.205228 -0.412183 -2.112576 -4.357254 -6.415137 -7.606692 -7.451265 -5.919201 -3.609203 -1.351653 +0.313898 +1.154166 +1.125488 +0.447068 -0.463267 -1.256712 -1.795976 -2.061478 -1.977454 -1.398508 -0.306943 +1.026870 +2.060250 +2.173345 +0.989027 -1.358728 -4.159024 -6.396858 -7.306281 -6.740152 -5.125268 -3.249703 -1.907035 -1.414229 -1.492013 -1.649529 -1.414306 -0.207442 +2.444487 +6.354531 +10.639543 +14.277419 +16.553363 +17.153895 +16.146621 +14.013595 +11.568928 +9.565925 +8.350132 +7.853875 +7.685797 +7.308385 +6.370230 +4.890414 +3.207437 +1.784678 +0.904500 +0.463440 +0.092811 -0.520901 -1.441245 -2.521292 -3.484373 -3.928189 -3.471249 -2.000815 +0.302336 +3.057679 +5.769643 +8.008242 +9.608415 +10.720665 +11.623382 +12.437191 +13.049879 +13.231143 +12.742972 +11.579694 +10.184039 +9.177375 +8.909919 +9.346567 +10.205380 +11.163229 +12.021711 +12.741146 +13.353392 +13.903607 +14.482482 +15.118089 +15.653434 +15.952159 +16.086860 +16.227919 +16.514616 +17.018862 +17.719774 +18.476657 +19.014835 +18.981595 +18.147623 +16.655771 +14.977348 +13.507796 +12.439999 +12.069216 +12.594564 +13.558813 +14.111090 +13.742683 +12.475474 +10.580700 +8.233097 +5.411316 +2.187876 -1.105996 -4.137111 -6.611476 -8.111080 -8.470565 -8.167061 -7.890357 -7.891497 -7.979520 -8.009799 -8.028416 -7.913335 -7.353699 -6.310182 -5.169812 -4.464532 -4.517440 -5.188116 -5.944499 -6.254646 -5.879978 -4.914443 -3.772412 -3.016302 -2.938022 -3.336922 -3.685735 -3.466877 -2.539010 -1.239985 -0.098604 +0.485267 +0.391166 -0.196193 -0.867684 -1.278690 -1.518706 -1.945633 -2.582161 -2.955577 -2.615926 -1.722232 -0.973905 -0.999983 -1.977907 -3.667386 -5.462303 -6.528785 -6.395887 -5.410295 -4.285207 -3.464157 -3.163723  
-0.190501 +2.200353 +4.639295 +6.413301 +6.826787 +5.752831 +3.964616 +2.666985 +2.479863 +2.974617 +3.248238 +2.762467 +1.554959 -0.155567 -2.210297 -4.342320 -6.085560 -6.883271 -6.206784 -3.865509 -0.365895 +3.311344 +6.303905 +8.161769 +8.873797 +8.794345 +8.400836 +7.972800 +7.478163 +6.795519 +6.029448 +5.515486 +5.458594 +5.631293 +5.457697 +4.408297 +2.369028 -0.291033 -2.853201 -4.481882 -4.634661 -3.373419 -1.245734 +0.989736 +2.571763 +3.077497 +2.677545 +1.953015 +1.621854 +2.400586 +4.696824 +8.241501 +12.142617 +15.370259 +17.247803 +17.636967 +16.812347 +15.303684 +13.805206 +12.934169 +12.952053 +13.684352 +14.565776 +14.907325 +14.341483 +12.964694 +11.134601 +9.218959 +7.397589 +5.637961 +3.852393 +2.060889 +0.446612 -0.741773 -1.306864 -1.092955 -0.020567 +1.794203 +4.030458 +6.305235 +8.408292 +10.423906 +12.600694 +15.146478 +18.019475 +20.770677 +22.731923 +23.435906 +22.818883 +21.249173 +19.470429 +18.283272 +18.166287 +19.124016 +20.755913 +22.515701 +24.047878 +25.320129 +26.438061 +27.461540 +28.432331 +29.324028 +29.949275 +30.163642 +30.079944 +29.981750 +30.115512 +30.504050 +30.927470 +31.113562 +30.868785 +30.071593 +28.738123 +27.117285 +25.548350 +24.189242 +23.097181 +22.508707 +22.549967 +22.760546 +22.432100 +21.234861 +19.254495 +16.716943 +13.809724 +10.666547 +7.472776 +4.413812 +1.489114 -1.251678 -3.367267 -4.457115 -4.717807 -4.638746 -4.429039 -4.051189 -3.620695 -3.382681 -3.279146 -2.932562 -2.142431 -1.167250 -0.530293 -0.558690 -1.022767 -1.316424 -0.996350 -0.033116 +1.327796 +2.671374 +3.493159 +3.511828 +2.872302 +1.999148 +1.352583 +1.194281 +1.512404 +2.151858 +2.917673 +3.634592 +4.201750 +4.618070 +4.846697 +4.591070 +3.553911 +1.971790 +0.566140 -0.068639 +0.039155 +0.343785 +0.280070 -0.431075 -1.718147 -3.076625 -3.714576 -3.194851 -1.903122 -0.615530 +0.190216 +0.338100  
+1.509923 +3.742832 +5.591107 +6.449042 +6.012257 +4.481100 +2.606888 +1.316713 +1.046501 +1.441358 +1.747741 +1.491586 +0.724528 -0.377170 -1.828947 -3.596031 -5.308664 -6.318665 -5.950121 -3.862065 -0.370338 +3.611125 +6.963040 +8.805285 +8.868492 +7.574396 +5.668903 +3.722062 +1.967528 +0.478681 -0.649972 -1.298431 -1.455091 -1.311291 -1.248099 -1.733658 -3.074259 -5.131570 -7.257678 -8.533906 -8.268032 -6.446058 -3.741486 -1.172804 +0.353797 +0.506105 -0.396592 -1.794948 -3.148412 -3.873447 -3.528089 -2.150726 -0.191668 +1.853446 +3.668538 +5.095824 +6.022736 +6.412917 +6.455323 +6.494597 +6.788917 +7.390634 +8.097736 +8.518678 +8.291255 +7.205384 +5.273280 +2.823105 +0.368147 -1.761383 -3.638834 -5.532540 -7.503058 -9.307950 -10.628383 -11.223211 -10.984926 -9.967213 -8.317034 -6.247263 -4.010430 -1.741359 +0.618228 +3.162778 +5.809271 +8.249443 +10.095903 +11.032753 +10.871351 +9.697650 +8.034120 +6.634024 +6.055810 +6.464541 +7.673035 +9.250345 +10.751453 +12.001771 +13.076068 +14.060018 +15.029074 +16.087895 +17.206396 +18.186569 +18.898523 +19.407131 +19.875604 +20.443610 +21.143243 +21.852843 +22.287400 +22.062849 +20.945339 +19.100092 +16.982345 +14.992536 +13.428779 +12.676610 +12.904002 +13.571003 +13.802958 +13.169559 +11.790148 +9.942424 +7.772317 +5.282973 +2.550916 -0.217058 -2.897287 -5.339203 -7.086430 -7.749003 -7.550767 -7.085976 -6.674420 -6.264823 -5.852792 -5.605039 -5.541931 -5.469942 -5.266592 -5.028714 -5.006203 -5.361665 -5.926122 -6.294054 -6.101663 -5.168760 -3.554903 -1.633263 -0.010024 +0.817237 +0.754458 +0.123414 -0.532217 -0.760254 -0.441326 +0.260256 +1.126722 +1.987397 +2.651006 +2.962741 +2.883778 +2.355452 +1.384216 +0.366507 -0.063942 +0.341602 +1.100402 +1.359925 +0.606591 -1.041685 -3.079380 -4.840006 -5.641262 -5.188961 -3.886874 -2.494868 -1.552714 -1.319959  
-3.653649 -1.784150 +0.302885 +1.318296 +0.270753 -2.779793 -6.427567 -8.584573 -7.921056 -4.701655 -0.250171 +4.065186 +7.292427 +8.826968 +8.470305 +6.580423 +3.862912 +1.192078 -0.407845 -0.300172 +1.187621 +3.183325 +4.964681 +5.981786 +5.797600 +4.402221 +2.357604 +0.445608 -0.828539 -1.354026 -1.068386 +0.189197 +2.334521 +4.873797 +7.111437 +8.347165 +8.070435 +6.249439 +3.511104 +0.915629 -0.645964 -0.901263 -0.176284 +0.826481 +1.368812 +1.179820 +0.627001 +0.274152 +0.494798 +1.563072 +3.678013 +6.690330 +10.024466 +12.974504 +15.096234 +16.330437 +16.718151 +16.251563 +15.110690 +13.641645 +12.017831 +10.177899 +7.996384 +5.439834 +2.718623 +0.235277 -1.660792 -2.710475 -2.686073 -1.726509 -0.538598 +0.134154 -0.068468 -1.233592 -3.124424 -5.013367 -5.970475 -5.388135 -3.263334 -0.184520 +2.974793 +5.468773 +6.927097 +7.460028 +7.534536 +7.602472 +7.880952 +8.342373 +8.659286 +8.424807 +7.635889 +6.682607 +5.951833 +5.724682 +6.207119 +7.377265 +8.989527 +10.757192 +12.320531 +13.303593 +13.680725 +13.807582 +13.996016 +14.319582 +14.749486 +15.256158 +15.816815 +16.453147 +17.342494 +18.651304 +20.027086 +20.622106 +19.894059 +18.119297 +16.084792 +14.505595 +13.804491 +14.231958 +15.613438 +17.026672 +17.431415 +16.507102 +14.537512 +11.870401 +8.763718 +5.517345 +2.585800 +0.448031 -0.832037 -1.594882 -1.993632 -2.025017 -2.007145 -2.312634 -2.784307 -2.929114 -2.643939 -2.305843 -2.131554 -1.987149 -1.751688 -1.421805 -1.121161 -1.117130 -1.572124 -2.340928 -3.035779 -3.209326 -2.596228 -1.424205 -0.407101 -0.132801 -0.549958 -1.127798 -1.249079 -0.490493 +1.116421 +3.029129 +4.556628 +5.309187 +5.324404 +4.906591 +4.268029 +3.257763 +1.725593 +0.105929 -0.720697 -0.253554 +1.053075 +2.210747 +2.545352 +1.921046 +0.522627 -1.077872 -1.958835 -1.638729 -0.700089 -0.132729 -0.274515 -0.744486  
-0.760096 +0.961097 +2.333001 +2.317453 +0.266433 -3.476706 -7.369527 -9.431034 -8.688887 -5.854069 -2.438075 +0.576712 +2.978458 +4.593118 +4.983420 +3.920571 +1.769484 -0.538647 -1.838126 -1.409463 +0.540581 +3.249246 +5.962508 +8.041623 +9.065199 +9.012699 +8.148141 +6.768508 +5.108498 +3.394964 +1.962425 +1.205674 +1.342055 +2.309379 +3.836145 +5.451434 +6.516457 +6.539652 +5.542629 +4.041520 +2.703860 +2.009716 +2.114698 +2.848418 +3.843876 +4.878309 +5.969894 +7.000009 +7.688288 +8.094307 +8.618177 +9.447387 +10.423936 +11.412966 +12.526089 +13.964738 +15.643424 +17.102955 +17.957033 +18.135971 +17.642011 +16.430415 +14.509560 +12.100351 +9.740047 +8.073846 +7.525244 +8.119083 +9.434877 +10.629950 +10.658329 +8.874071 +5.531787 +1.522012 -2.207891 -4.839954 -5.804316 -5.004560 -2.751754 +0.385508 +3.608390 +6.112439 +7.490138 +7.928589 +8.028753 +8.373168 +9.187958 +10.303213 +11.226867 +11.421380 +10.794520 +9.748272 +8.773062 +8.213104 +8.233476 +8.798029 +9.753994 +10.961236 +12.200599 +13.117684 +13.530542 +13.575801 +13.428903 +13.166049 +12.878800 +12.716325 +12.829238 +13.349637 +14.408453 +15.981498 +17.590780 +18.375930 +17.737313 +15.857290 +13.507858 +11.499432 +10.476794 +11.002483 +13.101572 +15.682895 +17.182213 +16.788199 +14.682212 +11.455014 +7.688063 +3.953720 +0.915704 -0.867989 -1.376598 -1.019193 -0.106449 +1.050077 +1.845492 +1.836663 +1.329847 +1.104148 +1.493108 +2.092261 +2.455654 +2.545179 +2.477706 +2.301251 +1.912829 +1.111099 -0.115035 -1.484453 -2.573196 -2.919249 -2.191373 -0.482055 +1.636767 +3.436989 +4.390146 +4.388778 +3.827324 +3.297632 +3.087276 +3.093358 +3.137187 +3.182640 +3.305406 +3.625106 +4.143479 +4.516546 +4.343513 +3.766343 +3.457068 +3.960098 +5.111719 +6.143565 +6.304822 +5.257075 +3.122574 +0.558755 -1.420346 -2.207180 -2.121012 -1.831948 -1.530890 -1.072999  
+1.458206 +3.260125 +4.358018 +4.228365 +2.560290 -0.372296 -3.553406 -5.691059 -6.147357 -5.353800 -4.232526 -3.343686 -2.705811 -2.317859 -2.420631 -3.088873 -3.932096 -4.287774 -3.513482 -1.294628 +2.077538 +5.824201 +9.072550 +11.139994 +11.712550 +10.880581 +8.945721 +6.251664 +3.241495 +0.512182 -1.347455 -2.000126 -1.496296 -0.234382 +1.208925 +2.258875 +2.523223 +1.989448 +1.073650 +0.417130 +0.532460 +1.532442 +3.143046 +4.885928 +6.313667 +7.261463 +7.790810 +7.870027 +7.431509 +6.699698 +6.063232 +5.693176 +5.583043 +5.843549 +6.708063 +8.226195 +10.023959 +11.552932 +12.646523 +13.535500 +14.336443 +14.835665 +14.663173 +13.602474 +11.842182 +9.901211 +8.392164 +7.795660 +8.117922 +8.695705 +8.592628 +7.318596 +5.120690 +2.607607 +0.285868 -1.487573 -2.431065 -2.354893 -1.136161 +1.168615 +4.160196 +7.229224 +9.839954 +11.723881 +12.945092 +13.778665 +14.477625 +15.093348 +15.414363 +15.170864 +14.367123 +13.285039 +12.273183 +11.634531 +11.504855 +11.754413 +12.151607 +12.640439 +13.289518 +14.062105 +14.923777 +15.987346 +17.285442 +18.621121 +19.777478 +20.708463 +21.497313 +22.282042 +23.190498 +24.127762 +24.597619 +23.921052 +21.793062 +18.607638 +15.135570 +11.961002 +9.501080 +8.391793 +9.080866 +10.994379 +12.806750 +13.543113 +13.059868 +11.660321 +9.657640 +7.366442 +5.211714 +3.517394 +2.249618 +1.323765 +1.000112 +1.483694 +2.388770 +3.083018 +3.386398 +3.604347 +3.949273 +4.248628 +4.255221 +3.875197 +3.091064 +1.977257 +0.648419 -0.852179 -2.351874 -3.428922 -3.706319 -3.067715 -1.641101 +0.142903 +1.626588 +2.311011 +2.088118 +1.157844 -0.048229 -0.936694 -1.010161 -0.201609 +1.046275 +2.078403 +2.448948 +2.156659 +1.499787 +0.739568 +0.053019 -0.304292 -0.027707 +0.990742 +2.414578 +3.568788 +3.902094 +3.218974 +1.579437 -0.635471 -2.670707 -3.906081 -4.379885 -4.468957 -4.318360 -3.966049  

+1.813716 +0.121513 -1.243086 -1.851608 -1.733555 -1.332636 -1.104335 -1.056027 -0.805605 -0.086223 +1.066861 +2.522058 +4.138819 +5.716403 +7.041774 +7.974440 +8.457004 +8.540838 +8.359127 +7.975718 +7.264024 +5.969975 +4.086894 +2.215410 +1.278631 +1.763095 +3.320348 +5.052624 +6.090315 +6.089961 +5.366403 +4.453944 +3.612119 +2.845339 +2.079762 +1.152469 -0.082571 -1.504040 -2.708290 -3.284538 -3.088859 -2.329126 -1.494799 -1.118156 -1.512043 -2.750463 -4.717020 -7.092094 -9.469604 -11.505216 -12.886005 -13.305378 -12.690165 -11.324413 -9.525456 -7.380474 -4.953958 -2.623016 -1.115722 -1.187431 -3.161371 -6.602626 -10.387443 -13.224958 -14.256864 -13.383554 -11.194978 -8.543793 -6.147860 -4.476097 -3.731928 -3.842197 -4.587690 -5.862974 -7.679668 -9.902416 -12.241970 -14.402842 -16.074429 -16.967516 -16.987001 -16.361657 -15.476061 -14.428997 -12.841705 -10.291388 -6.859384 -3.093774 +0.320743 +2.803961 +4.156258 +4.610512 +4.548179 +4.342868 +4.383571 +4.931475 +5.933314 +7.099159 +8.123492 +8.841623 +9.314853 +9.773791 +10.398748 +11.163171 +11.828525 +12.060027 +11.619154 +10.505664 +9.102092 +8.123340 +8.120007 +9.098528 +10.670329 +12.315685 +13.497383 +13.792287 +13.118933 +11.791033 +10.193477 +8.469592 +6.600503 +4.655313 +2.958677 +2.022200 +2.093286 +2.826602 +3.607612 +4.054893 +4.119905 +3.856895 +3.241465 +2.217904 +0.774246 -1.043100 -3.088017 -5.097084 -6.815155 -8.226120 -9.515690 -10.684922 -11.400641 -11.325317 -10.427079 -9.022515 -7.703959 -7.059721 -7.337968 -8.431236 -10.038183 -11.766644 -13.221762 -14.145458 -14.469285 -14.126995 -12.928123 -10.796702 -8.053877 -5.345864 -3.285317 -2.097258 -1.561281 -1.278425 -0.955638 -0.514644 -0.006514 +0.584411 +1.367289 +2.409830 +3.744149 +5.342874 +6.870745 +7.743783 +7.667274 +6.883714 +5.872733 +5.054423 +4.703321 +4.873332 +5.330299 +5.601428  
